Quote_Id,Quote_Flag,PAR_SMOTE_RF_IG_15,AGG_SMOTE_RF_IG_15,PAR_SMOTE_RF_IG_21,AGG_SMOTE_RF_IG_21,PAR_EQ_RF_IG_15,AGG_EQ_RF_IG_15,PAR_AGG_RF_IG_21,AGG_EQ_RF_IG_21,PAR_SMOTE_DT_IG_15,AGG_SMOTE_DT_IG_15,PAR_SMOTE_DT_IG_21,AGG_SMOTE_DT_IG_21
93808,0,0,0,0,0,0,0,0,0,0,0,0,0
93810,0,0,0,0,0,0,0,0,0,0,0,0,0
93811,1,1,1,1,1,1,1,1,1,1,1,1,1
93813,0,0,0,0,0,0,0,0,0,0,0,0,0
93814,0,0,0,0,0,0,0,0,0,0,0,0,0
93818,0,0,0,0,0,0,0,0,0,0,0,0,0
93819,0,0,0,0,0,0,0,0,0,0,0,0,0
93826,1,1,1,1,1,1,1,1,1,1,1,1,1
93828,0,0,0,0,0,0,0,0,0,0,0,0,0
93829,1,0,0,1,0,1,1,1,1,1,0,0,1
93830,0,0,0,0,0,0,0,0,0,0,0,0,0
93831,1,1,1,1,1,1,1,1,1,1,1,0,1
93836,0,0,0,0,0,0,0,0,0,0,0,0,0
93839,1,1,1,1,1,1,1,1,1,1,1,1,1
93840,0,0,0,0,0,0,0,0,0,0,0,0,0
93846,0,0,0,0,0,0,0,0,0,0,0,0,0
93848,0,0,0,0,0,0,0,0,0,0,0,0,0
93849,0,0,0,0,0,0,0,0,0,0,0,0,0
93851,1,1,1,1,1,1,1,1,1,0,1,1,1
93853,1,0,0,0,0,0,0,0,0,0,0,0,0
93854,0,0,0,0,0,0,0,0,0,0,0,0,0
93857,0,0,0,0,0,0,0,0,0,0,0,0,0
93859,0,0,0,0,0,0,0,0,0,0,0,0,0
93862,0,0,0,0,0,0,0,0,0,0,0,0,0
93868,1,1,1,1,1,1,1,1,1,1,1,1,1
93871,0,0,0,0,0,0,0,0,1,0,0,0,0
93873,0,0,0,0,0,0,0,1,0,0,0,0,0
93878,0,0,0,0,0,0,0,0,0,0,0,0,0
93880,0,0,0,0,0,0,0,1,0,1,0,0,0
93881,1,1,1,1,1,1,1,1,1,1,1,1,1
93882,1,1,1,1,1,1,1,0,1,1,1,1,1
93885,0,0,0,0,0,0,0,0,0,0,1,0,0
93889,1,1,1,1,1,1,1,1,1,1,1,0,0
93891,0,0,0,0,0,0,0,0,0,0,0,0,0
93892,1,1,1,1,1,1,1,1,1,1,1,0,0
93893,1,1,1,1,0,1,1,1,1,1,1,0,0
93894,1,1,1,1,1,1,1,1,1,1,1,1,1
93895,0,0,0,0,0,0,0,0,0,0,0,0,0
93900,0,0,0,0,0,0,0,0,0,0,0,0,0
93902,1,1,1,1,1,1,1,1,1,1,1,1,0
93903,0,0,0,0,0,0,0,0,0,0,0,0,0
93905,0,0,0,0,0,0,0,0,0,0,0,0,0
93908,0,0,0,0,0,0,0,0,0,0,0,0,0
93910,0,0,0,0,0,0,0,0,0,0,0,0,0
93912,0,0,0,0,0,0,0,0,0,0,0,0,0
93914,1,0,1,1,0,0,0,1,0,1,0,0,0
93915,0,0,0,0,0,0,0,0,0,0,0,0,0
93917,1,0,0,1,0,1,0,0,0,0,0,1,1
93920,1,1,1,1,0,1,1,1,1,1,1,0,0
93922,1,1,1,1,1,1,1,1,1,1,1,1,1
93925,0,0,0,0,0,0,0,0,0,0,0,0,0
93927,0,0,0,0,0,0,0,0,0,0,0,0,0
93928,0,0,0,0,0,0,0,0,0,0,0,0,0
93932,0,0,0,0,0,0,0,0,0,0,0,0,0
93933,0,0,0,0,0,0,0,0,0,0,0,0,0
93935,0,0,0,0,0,0,0,0,0,0,1,0,0
93936,0,0,0,0,0,0,0,0,0,0,0,0,0
93937,1,1,1,1,1,1,1,1,1,1,1,1,1
93939,1,1,1,1,0,1,1,1,1,1,1,1,1
93941,1,1,1,1,0,1,1,1,1,1,1,1,1
93944,1,1,1,1,0,1,1,0,1,1,1,0,0
93951,0,0,0,0,0,0,0,0,0,0,0,0,0
93952,0,0,0,0,0,0,0,0,0,0,0,0,0
93953,0,0,0,0,0,0,0,0,0,0,0,0,0
93958,0,0,0,0,0,0,0,0,0,0,0,0,0
93960,0,0,0,0,0,0,0,0,0,0,0,0,0
93961,0,0,0,0,0,0,0,0,0,0,0,0,0
93963,1,1,1,1,0,1,1,1,1,1,1,0,1
93964,1,0,0,1,0,0,1,1,1,0,0,0,1
93965,0,0,0,0,0,0,0,0,0,0,0,0,0
93966,1,1,1,1,1,1,1,1,1,1,1,1,1
93968,0,0,0,0,0,0,0,0,0,0,0,0,0
93969,0,0,0,0,0,0,0,0,0,0,0,0,0
93972,0,0,0,0,0,0,0,0,0,0,0,0,0
93974,0,0,0,0,0,0,0,0,0,0,0,0,0
93977,1,1,1,1,1,1,1,1,1,1,1,1,1
93978,1,1,1,1,1,1,1,1,1,1,1,1,1
93979,0,0,0,0,0,0,0,0,0,0,0,0,0
93983,1,0,0,1,0,0,0,1,0,0,0,0,0
93984,1,0,0,1,0,0,0,1,0,1,0,0,1
93986,1,1,1,1,1,1,1,1,1,1,1,0,1
93988,0,0,0,0,0,0,0,0,0,0,0,0,0
93989,0,0,0,0,0,0,0,0,0,0,0,0,0
93990,0,0,0,0,0,0,0,0,0,0,0,0,0
93995,1,1,1,1,0,1,1,1,1,1,1,1,1
93997,1,1,1,1,1,1,1,1,0,1,0,0,0
94000,0,0,0,0,0,0,0,0,0,0,0,0,0
94001,0,0,0,0,0,0,0,0,0,0,0,0,0
94002,0,0,0,0,0,0,0,0,0,0,0,0,0
94003,0,0,0,0,0,0,0,0,0,0,0,0,0
94006,0,0,0,0,0,0,0,0,0,0,0,0,0
94007,0,0,0,0,0,0,0,0,0,0,0,0,0
94008,0,0,0,0,0,0,0,0,0,0,0,0,0
94011,1,1,1,1,1,1,1,1,1,1,1,1,1
94013,1,0,0,0,0,0,0,0,0,0,0,0,0
94018,1,1,1,1,1,1,1,1,1,1,1,1,1
94019,0,0,0,0,0,0,0,0,0,0,0,0,0
94021,0,0,0,0,0,0,0,0,0,0,0,1,0
94022,0,0,0,0,0,0,0,0,0,0,0,0,0
94025,0,0,0,0,0,0,0,0,0,0,0,0,0
94026,0,0,0,0,0,0,0,0,0,0,0,0,0
94029,1,1,1,1,1,1,1,1,1,1,1,0,0
94030,0,0,0,0,0,0,0,0,0,0,0,0,0
94032,1,1,1,1,1,1,1,1,1,1,1,1,1
94035,0,0,0,0,0,0,0,0,0,0,0,0,0
94047,0,0,0,0,0,0,0,0,0,0,0,0,0
94052,0,0,0,0,0,0,0,0,0,0,0,0,0
94056,0,0,0,0,0,0,0,0,0,0,0,0,0
94057,0,0,0,0,1,0,0,0,0,0,0,0,0
94062,1,1,1,1,0,1,1,1,1,1,0,0,1
94063,0,0,0,0,0,0,0,0,0,0,0,0,0
94064,1,1,1,1,0,1,1,1,1,1,1,1,1
94067,1,1,1,1,1,1,1,1,1,1,1,1,1
94068,0,0,0,0,0,0,0,0,0,0,0,0,0
94070,0,0,0,1,1,0,0,1,1,0,0,0,0
94075,0,0,0,0,0,0,0,0,0,0,0,0,0
94076,1,1,1,1,0,1,1,0,1,1,1,0,0
94084,0,0,0,0,0,0,0,0,0,0,0,0,0
94086,1,1,1,1,0,1,1,1,1,1,1,0,1
94088,0,0,0,0,0,0,0,0,0,0,0,0,0
94091,1,1,1,1,1,1,1,1,1,1,1,1,1
94092,1,1,1,1,1,1,1,1,1,1,1,1,1
94097,0,0,0,0,0,0,0,0,0,0,0,1,0
94098,0,0,0,0,0,0,0,0,0,0,0,0,0
94099,0,0,0,0,0,0,0,0,0,1,1,0,0
94100,1,1,1,1,1,1,1,1,1,1,1,1,1
94102,1,1,1,1,0,1,1,1,1,1,1,0,0
94103,1,0,0,1,0,1,0,0,0,1,0,1,1
94104,0,0,0,0,0,0,0,0,0,0,0,0,0
94107,1,1,1,1,1,1,1,1,1,1,1,1,1
94108,1,1,1,1,1,1,1,1,1,1,1,0,1
94109,0,0,0,0,0,0,0,0,0,0,0,0,0
94112,1,0,0,1,0,0,0,0,0,0,0,0,0
94114,0,0,0,0,0,0,0,0,0,0,0,0,0
94120,1,1,1,1,1,1,1,1,1,1,1,1,1
94127,0,0,0,0,0,0,0,0,0,0,0,0,0
94128,0,0,0,0,0,0,0,0,0,0,0,0,0
94130,0,0,0,0,0,0,0,0,0,0,0,0,0
94131,1,0,0,1,0,1,1,0,0,1,1,0,1
94133,0,0,0,0,0,0,0,0,0,0,0,0,0
94134,0,0,0,0,0,0,0,0,0,0,0,0,0
94135,1,1,1,1,0,1,1,1,0,1,1,1,1
94142,0,0,0,0,0,0,0,0,0,0,0,0,0
94145,0,0,0,0,0,0,0,0,0,0,0,0,0
94146,1,1,1,1,1,1,1,1,1,1,1,1,1
94147,0,0,0,0,0,0,0,0,0,0,0,0,0
94150,0,0,0,0,0,0,0,0,0,0,0,0,0
94152,0,0,0,0,0,0,0,0,0,0,0,0,0
94154,0,0,0,0,0,0,0,0,0,0,0,0,0
94155,0,0,0,0,0,0,0,0,0,0,0,0,0
94157,1,1,1,1,1,1,1,1,1,1,1,1,1
94158,0,0,0,0,0,0,0,0,0,0,0,0,0
94160,1,1,1,1,0,1,1,1,1,1,1,0,0
94161,0,0,0,0,0,0,0,0,0,0,0,0,0
94165,0,0,0,0,0,0,0,0,0,0,0,0,0
94166,1,1,1,1,0,1,1,1,0,1,1,1,1
94167,0,0,0,0,0,0,0,0,0,0,0,0,0
94168,1,0,0,0,0,0,0,0,0,0,0,0,0
94169,0,0,0,0,0,0,0,0,0,0,0,0,0
94174,0,0,0,0,0,0,0,0,0,0,0,0,0
94176,1,1,1,1,1,1,1,1,1,1,1,1,1
94179,0,0,0,1,0,0,0,0,0,0,0,0,0
94180,1,1,1,1,1,1,1,1,1,1,1,1,1
94182,1,1,1,1,0,1,1,1,0,1,1,1,1
94184,1,1,1,1,1,1,1,1,1,1,1,1,1
94187,0,0,0,0,0,0,0,0,0,0,0,0,0
94192,1,1,1,1,0,1,1,1,1,1,1,1,1
94193,1,0,0,0,0,1,0,1,1,0,0,0,0
94197,1,1,1,1,1,1,1,1,1,1,1,1,1
94200,1,0,0,1,0,0,0,0,0,0,0,1,1
94201,0,0,0,0,0,0,0,0,0,0,0,0,0
94205,1,1,1,1,1,1,1,1,1,1,1,1,1
94208,1,0,0,0,0,0,0,1,0,0,0,0,0
94212,0,0,0,0,0,0,0,0,0,0,0,0,0
94213,0,0,0,0,0,0,0,0,0,0,0,0,0
94215,0,0,0,0,0,0,0,0,0,0,0,0,0
94218,1,1,1,1,0,1,1,0,1,1,1,0,1
94219,0,0,0,0,0,0,0,0,0,0,0,0,0
94230,1,1,1,1,0,1,1,0,1,1,1,0,0
94231,1,1,1,1,1,1,1,1,1,1,1,1,1
94232,1,1,1,1,1,1,1,0,1,1,1,0,0
94233,0,0,0,0,0,0,0,0,0,0,0,0,0
94238,1,1,1,1,1,1,1,1,1,0,1,1,1
94243,0,0,0,0,0,0,0,0,0,0,0,0,0
94245,1,1,1,1,0,1,1,1,1,1,1,0,0
94248,0,0,0,0,0,0,0,0,0,0,0,0,0
94251,1,1,1,1,1,1,1,1,1,1,1,1,1
94254,1,0,0,1,0,1,1,1,1,1,1,0,1
94259,0,0,0,0,0,0,0,0,0,0,0,0,0
94261,0,0,0,0,0,0,0,0,0,0,0,0,0
94262,0,0,0,0,0,0,0,0,0,0,0,0,0
94271,1,0,0,0,1,0,0,0,0,0,0,0,0
94272,0,0,0,1,0,0,0,0,0,0,0,0,0
94274,1,1,1,1,1,1,1,1,1,1,1,1,1
94275,0,0,0,0,0,0,0,0,0,0,0,0,0
94278,0,0,0,0,0,0,0,0,0,0,0,0,0
94279,0,0,0,0,0,0,1,1,1,0,1,1,0
94280,0,0,0,0,0,0,0,0,0,0,0,0,0
94283,1,1,1,0,0,1,1,1,0,1,1,0,0
94287,1,1,1,1,1,1,1,1,1,1,1,1,1
94291,1,1,1,1,0,1,1,1,1,1,1,0,0
94292,0,0,0,0,0,0,0,0,0,0,1,0,0
94301,1,1,1,1,1,1,1,1,1,1,1,1,1
94302,0,0,0,0,0,0,0,0,0,0,0,0,0
94310,0,0,0,0,0,0,0,0,0,0,0,0,0
94311,1,1,1,1,0,1,1,1,1,1,1,1,1
94312,0,0,0,0,0,0,0,0,0,0,0,1,0
94313,0,0,0,0,0,0,0,0,0,0,0,0,0
94316,0,0,0,0,0,0,0,0,0,0,0,0,0
94319,1,1,1,1,0,1,1,1,0,1,1,1,1
94320,0,0,0,0,0,0,0,0,0,0,1,0,0
94324,1,1,1,1,1,1,1,1,1,1,1,1,1
94326,0,0,0,0,0,0,0,0,0,0,0,0,0
94327,0,0,0,0,0,0,0,0,0,0,0,0,0
94331,1,1,1,1,1,1,1,1,1,1,1,1,1
94336,1,1,1,1,0,1,1,0,0,1,1,0,1
94342,0,0,0,0,0,0,0,0,0,0,0,0,0
94344,0,0,0,0,0,0,0,0,0,0,0,0,0
94346,1,1,1,1,0,1,1,0,1,1,1,0,0
94349,0,0,0,0,0,0,0,0,0,0,0,0,0
94353,1,1,1,1,1,1,1,1,1,1,1,1,1
94354,1,1,1,1,1,1,1,1,1,1,1,1,1
94358,0,0,0,0,0,0,0,0,0,0,0,0,0
94359,0,0,0,0,0,0,0,0,0,1,1,0,0
94362,1,1,0,1,0,1,1,1,0,1,1,1,1
94366,1,1,1,1,1,1,1,1,1,1,1,1,1
94368,0,0,0,0,0,0,0,0,0,0,0,0,0
94371,1,0,0,1,0,0,1,1,0,0,0,0,0
94375,1,1,1,1,1,1,1,1,1,1,1,1,1
94378,0,0,0,0,0,0,0,0,0,0,0,0,0
94379,0,0,0,0,0,0,0,0,0,0,0,0,0
94380,1,1,1,1,0,1,1,1,1,1,1,0,0
94382,0,0,0,0,0,0,0,0,0,0,0,0,0
94383,0,0,0,0,0,0,0,0,0,0,0,0,0
94384,0,0,0,0,0,0,0,0,0,0,0,0,0
94387,1,0,0,1,0,0,0,0,0,0,0,0,1
94390,0,0,0,0,0,0,0,0,0,0,0,0,0
94393,0,0,0,0,0,0,0,0,0,0,0,0,0
94394,0,0,0,0,0,0,0,0,0,0,0,0,0
94401,0,0,0,0,0,0,0,0,0,0,0,0,0
94403,0,0,0,0,0,0,0,0,0,0,0,0,0
94404,0,0,0,0,0,0,0,0,0,0,0,0,0
94410,0,0,0,0,0,0,0,0,0,0,0,0,0
94412,1,0,0,1,0,0,0,0,0,0,0,1,1
94415,0,0,0,0,0,0,0,0,0,0,0,0,0
94418,0,0,0,0,0,0,0,0,0,0,0,0,0
94422,1,1,1,1,1,1,1,1,1,0,1,1,1
94425,0,0,0,0,0,0,0,0,0,0,0,0,0
94428,1,1,1,1,1,1,1,1,1,1,1,1,1
94431,0,0,0,0,0,0,0,0,0,0,0,0,0
94432,0,0,0,0,0,0,0,0,0,0,0,0,0
94436,1,1,1,1,1,1,1,1,1,1,1,1,1
94441,1,1,1,1,0,1,1,1,1,1,1,1,1
94442,1,1,1,1,1,1,1,1,1,1,1,1,1
94444,0,0,0,0,0,0,0,0,0,0,0,0,0
94445,1,1,1,1,1,1,1,1,1,1,1,1,1
94446,1,1,1,0,0,1,1,1,0,0,1,1,1
94448,0,0,0,0,0,0,0,0,0,0,0,0,0
94450,0,0,0,0,0,0,0,0,0,0,0,0,0
94455,0,0,0,0,0,0,0,0,0,0,0,0,0
94456,0,0,0,0,0,0,0,0,0,0,0,0,0
94457,0,0,0,0,1,0,0,1,0,0,0,0,0
94460,0,0,0,0,0,0,0,0,0,0,0,0,0
94464,0,0,0,0,0,0,0,1,1,0,0,0,0
94466,0,0,0,0,0,0,0,0,0,0,0,0,0
94469,1,1,1,1,0,1,1,1,1,1,1,0,1
94471,0,0,0,0,0,0,0,0,0,0,0,0,0
94473,0,1,1,0,0,1,1,1,1,1,0,1,0
94478,1,1,1,1,0,1,1,1,1,1,1,0,0
94483,1,1,1,1,0,1,1,1,1,1,1,0,0
94487,0,0,0,0,0,0,0,0,0,0,0,0,0
94488,0,0,0,0,0,0,0,0,0,0,0,0,0
94490,1,0,0,0,0,1,0,0,1,0,1,0,1
94496,0,0,0,0,0,0,0,0,0,0,0,0,0
94498,1,1,1,1,0,1,1,1,1,1,1,0,1
94500,1,1,1,1,0,1,1,1,1,1,1,1,1
94504,0,0,0,0,0,0,0,0,0,0,0,0,0
94505,1,1,1,1,1,1,1,1,1,1,1,1,1
94512,0,0,0,0,0,0,0,0,0,0,0,0,0
94513,1,1,1,1,1,1,1,1,1,1,1,1,1
94515,0,0,0,0,0,0,0,0,0,0,0,0,0
94517,0,0,0,0,0,0,0,0,0,0,0,0,0
94520,0,0,0,0,0,0,0,0,0,0,0,0,0
94526,1,1,1,1,0,1,1,1,1,1,1,0,0
94527,0,0,1,0,0,0,1,1,1,0,1,0,0
94528,0,0,0,0,0,0,0,0,0,0,0,0,0
94531,1,1,1,1,0,1,1,1,1,1,1,1,1
94532,1,1,1,1,1,1,1,1,1,0,1,0,1
94533,0,0,0,0,0,0,0,0,0,0,0,0,0
94534,0,0,0,0,0,0,0,0,0,0,0,0,0
94535,0,0,0,0,0,0,0,0,0,0,0,0,0
94540,1,1,1,1,1,1,1,1,1,1,1,1,1
94545,0,0,0,0,0,0,0,0,0,0,0,0,0
94549,1,1,1,1,0,1,1,1,1,1,0,1,1
94551,1,1,1,1,0,1,1,0,0,1,1,0,1
94555,1,1,1,1,1,1,1,1,1,1,1,1,1
94558,1,0,0,1,0,0,0,0,0,0,0,0,0
94561,0,0,0,0,0,0,0,0,0,0,0,0,0
94563,0,0,0,0,0,0,0,0,0,0,0,0,0
94566,0,0,0,0,0,0,0,0,0,0,0,0,0
94568,0,0,0,0,0,0,0,0,0,0,0,0,0
94576,1,1,1,1,1,1,1,1,1,1,1,1,1
94579,0,0,0,0,0,0,0,0,0,0,0,0,0
94580,1,0,0,1,0,0,0,0,0,0,0,0,0
94581,1,1,1,1,0,1,1,1,1,1,1,1,1
94582,0,0,0,0,0,0,0,0,0,0,0,0,0
94585,1,1,1,1,1,1,1,1,1,1,1,1,1
94586,1,0,0,1,0,0,1,1,1,0,0,0,0
94590,0,0,0,0,0,1,0,0,0,1,0,0,0
94593,0,0,0,0,0,0,0,0,0,0,0,0,1
94594,0,0,0,0,0,0,0,0,0,0,0,0,0
94596,0,0,0,0,0,0,0,0,0,0,0,0,0
94597,1,1,1,1,0,1,0,1,0,0,1,1,1
94598,0,0,0,0,0,0,0,0,0,0,0,0,0
94600,0,0,0,0,0,0,0,1,0,1,0,0,0
94602,0,0,0,0,0,0,0,0,0,0,0,0,0
94603,1,1,1,1,1,1,1,1,1,1,1,1,1
94605,0,0,0,0,0,0,0,0,0,0,0,0,0
94607,0,0,0,0,0,0,0,0,0,0,0,0,0
94610,1,1,1,1,1,1,1,1,1,1,1,1,1
94612,0,0,0,0,0,0,0,0,0,0,0,0,0
94620,0,0,0,0,0,0,0,0,0,0,0,0,0
94622,0,0,0,0,0,0,0,0,0,0,0,0,0
94623,0,0,0,0,0,0,0,0,1,0,0,0,0
94626,1,0,1,1,1,1,1,1,1,0,0,1,1
94628,0,0,0,0,0,0,0,0,0,0,0,0,0
94632,1,1,1,1,0,1,1,1,1,1,1,0,0
94634,1,1,1,1,1,1,1,1,1,1,1,1,1
94635,0,0,0,0,0,0,0,0,0,0,0,0,0
94637,1,0,0,1,0,0,0,0,0,1,0,0,0
94639,0,0,0,0,0,0,0,0,0,0,0,0,0
94641,0,0,0,0,0,0,0,0,0,0,0,0,0
94643,1,1,1,1,1,1,1,1,1,1,1,1,1
94645,0,0,0,0,0,0,0,0,0,0,0,0,0
94650,0,0,0,0,0,0,0,0,0,0,0,0,0
94652,0,0,0,0,0,0,0,0,0,0,0,0,0
94655,0,0,0,0,0,0,0,0,0,0,0,0,0
94656,0,0,0,0,0,0,0,0,0,0,0,0,0
94657,0,0,0,0,0,0,0,0,0,0,0,0,0
94665,0,0,0,0,0,0,0,0,0,1,0,0,0
94672,0,0,0,0,0,0,0,0,0,0,0,0,0
94674,0,0,0,0,0,0,0,0,0,0,0,0,0
94675,0,0,0,0,0,0,0,0,0,0,0,0,0
94678,0,0,0,0,0,0,0,0,0,0,0,0,0
94679,1,1,1,1,1,1,1,1,1,1,1,1,1
94682,1,1,1,1,1,1,1,1,1,1,1,1,1
94683,0,0,0,0,0,0,0,0,0,0,0,0,0
94687,0,0,0,0,0,0,0,0,0,0,0,0,0
94689,0,0,0,0,0,0,0,0,0,0,0,0,0
94690,0,0,0,0,0,0,0,0,0,0,0,0,0
94691,0,0,0,0,0,0,0,0,0,0,0,0,0
94692,1,1,1,1,1,1,1,1,1,1,1,1,1
94696,0,0,0,0,0,0,0,0,0,0,0,0,0
94699,1,1,1,1,1,1,1,1,0,1,1,1,1
94702,0,0,0,0,0,0,0,0,0,0,0,0,0
94705,1,1,1,1,1,1,1,1,1,1,1,0,0
94708,0,0,0,0,0,0,0,0,0,0,0,0,0
94714,0,0,0,0,0,0,0,0,0,0,0,0,0
94716,1,1,1,1,0,1,1,1,1,1,1,0,1
94720,0,0,0,0,0,0,0,0,0,0,0,0,0
94724,0,0,0,0,0,0,0,0,0,0,0,0,0
94725,0,0,0,0,0,0,0,0,0,0,0,0,0
94728,1,1,1,1,1,1,1,1,1,1,1,1,1
94729,0,0,0,0,0,0,0,0,0,0,0,0,0
94731,1,1,1,1,1,1,1,1,1,1,1,0,1
94732,0,0,0,0,0,0,0,0,0,0,0,0,0
94735,1,1,1,1,0,1,1,1,1,1,1,0,0
94737,1,1,1,1,0,1,1,1,1,0,1,0,1
94739,1,1,1,1,1,1,1,1,1,1,0,1,1
94743,0,0,0,0,0,0,0,0,0,0,0,0,0
94744,0,0,0,0,0,0,0,0,0,1,1,0,0
94745,0,0,0,0,0,0,0,0,0,0,0,0,0
94749,0,0,0,0,0,0,0,0,0,0,0,0,0
94752,0,0,0,0,0,0,0,0,0,0,0,0,0
94757,0,0,0,0,0,0,0,0,0,0,0,0,0
94761,1,1,1,1,0,1,1,1,1,1,1,1,0
94765,0,0,0,0,0,0,0,0,0,0,0,0,0
94770,1,1,1,1,1,1,1,1,1,1,1,1,1
94772,0,0,0,0,0,0,0,0,0,0,0,1,0
94773,0,0,0,0,0,0,0,0,0,0,0,0,0
94774,0,0,0,0,0,0,0,0,0,0,0,0,0
94778,0,0,0,0,0,0,0,0,0,0,0,0,0
94779,1,1,1,1,1,1,1,1,1,1,1,1,1
94780,0,0,0,0,0,0,0,0,0,0,0,0,0
94781,0,0,0,0,0,0,0,0,0,0,0,0,0
94785,1,1,1,1,0,1,1,0,1,1,1,0,0
94786,1,1,1,1,1,1,1,1,1,1,1,1,1
94789,0,0,0,0,0,0,0,0,0,0,0,0,0
94790,0,0,0,0,0,0,0,0,0,0,0,0,0
94791,1,1,1,1,0,1,1,1,1,1,1,1,1
94792,1,1,1,1,0,1,1,1,1,1,1,1,1
94795,1,1,1,1,1,1,1,1,1,1,0,0,1
94802,1,0,0,1,0,0,0,0,1,0,1,0,1
94805,1,1,1,1,1,1,1,0,1,1,1,1,1
94806,0,0,0,0,0,0,0,0,0,0,0,0,0
94808,1,0,0,1,0,1,0,0,0,0,0,1,1
94811,0,0,0,0,0,0,0,0,0,0,1,1,0
94813,0,0,0,0,0,0,0,0,0,0,0,0,0
94814,1,1,1,1,1,1,1,1,1,1,1,1,1
94815,0,0,0,0,0,0,0,0,0,0,0,0,0
94816,0,0,0,0,0,0,0,0,0,0,0,0,0
94820,1,1,1,1,0,1,1,1,0,1,1,1,1
94821,0,0,0,0,0,0,0,0,0,0,0,0,0
94822,0,0,0,0,0,0,0,0,0,0,0,0,0
94823,1,0,1,1,0,1,1,1,1,0,0,0,0
94825,1,1,1,1,1,1,1,1,1,1,1,0,0
94828,0,0,0,0,0,0,0,0,0,0,0,0,0
94832,0,0,0,0,0,0,0,0,0,0,0,0,0
94835,1,1,1,1,0,1,1,1,1,1,1,1,1
94837,1,0,0,1,1,0,0,0,0,0,0,0,0
94838,1,0,0,0,0,0,0,0,0,0,0,0,0
94841,1,1,1,1,1,1,1,1,1,1,1,1,1
94843,1,0,0,0,0,0,0,0,0,0,1,0,0
94846,0,0,0,0,0,0,0,0,0,0,0,0,0
94849,1,0,0,1,0,1,1,1,1,1,0,0,1
94852,0,0,0,0,0,0,0,0,0,0,0,0,0
94854,0,0,0,0,0,0,0,0,0,0,0,0,0
94855,0,0,0,0,0,0,0,0,0,0,0,0,0
94857,1,1,1,1,1,1,0,1,0,0,0,0,0
94858,0,0,0,0,0,0,0,0,0,0,0,0,0
94860,1,1,1,1,0,1,1,1,1,1,1,1,1
94863,0,0,0,0,0,0,0,0,0,0,0,0,0
94864,1,1,1,1,1,1,1,1,1,1,1,1,1
94865,1,0,0,1,0,0,0,0,1,0,0,0,0
94871,0,0,0,0,0,0,0,0,0,0,0,0,0
94872,1,1,1,1,0,1,0,0,1,0,1,1,0
94875,0,0,0,0,0,0,0,0,0,0,0,0,0
94876,1,1,1,1,0,1,1,1,1,1,1,0,0
94878,0,0,0,0,0,0,0,0,0,0,0,0,0
94881,0,0,0,0,0,0,0,0,0,0,0,0,0
94882,0,0,0,0,0,0,0,0,0,0,0,0,0
94883,1,0,0,0,0,0,0,0,0,0,0,0,0
94885,0,0,0,0,0,0,0,0,0,0,0,0,0
94887,0,0,0,0,0,0,0,0,0,0,0,0,0
94888,1,0,0,0,0,0,0,0,0,0,1,0,0
94889,0,0,0,0,0,0,0,0,0,0,0,0,0
94890,0,0,0,0,0,0,0,0,0,0,0,0,0
94896,1,1,1,1,0,1,1,1,1,1,1,1,1
94901,1,1,1,1,1,1,1,1,1,1,1,1,1
94903,0,0,0,0,0,0,0,0,0,0,0,0,0
94904,1,1,1,1,0,1,1,0,1,1,1,0,0
94905,1,1,1,1,1,1,1,0,1,1,1,1,1
94908,0,0,0,0,0,0,0,0,0,0,0,0,0
94911,0,0,0,0,0,0,0,0,0,0,0,0,0
94914,1,1,1,0,0,1,1,0,1,0,1,0,1
94915,0,0,0,0,0,0,0,0,0,0,0,0,0
94917,1,1,1,1,0,1,1,1,1,1,1,1,1
94918,0,0,0,0,0,0,0,0,0,0,0,0,0
94921,0,0,0,0,0,0,0,0,0,0,0,0,0
94924,0,0,0,0,0,0,0,0,0,0,0,0,0
94927,1,1,1,1,1,1,1,1,1,1,1,1,1
94934,1,1,1,1,0,1,1,1,1,1,0,0,0
94939,1,0,0,0,0,0,0,0,0,0,0,0,0
94942,0,0,0,0,0,0,0,0,0,0,0,0,0
94943,0,1,0,0,0,0,0,1,1,0,0,0,0
94950,0,0,0,0,0,0,0,0,0,0,0,0,0
94951,1,1,1,1,1,1,1,1,1,1,1,1,1
94952,1,1,1,1,1,1,1,1,1,1,1,1,1
94954,0,0,0,0,0,0,0,0,0,0,0,0,0
94959,1,1,1,1,1,1,1,1,1,1,1,1,1
94961,1,1,1,1,0,1,0,0,0,1,1,0,0
94963,0,0,0,0,0,0,0,0,0,0,0,0,0
94965,0,0,0,0,0,0,0,0,0,0,0,0,0
94966,1,1,1,1,1,1,1,1,1,1,1,0,1
94967,0,0,0,0,0,0,0,0,0,0,0,0,0
94968,1,0,0,1,0,1,1,1,1,1,0,0,1
94971,1,1,1,1,0,1,1,1,1,1,1,1,1
94979,0,0,0,0,0,0,0,0,0,0,0,0,0
94981,1,0,0,1,0,0,0,0,1,0,0,1,0
94982,0,0,0,0,0,0,0,0,0,0,0,0,0
94984,0,0,0,0,0,0,0,0,0,0,0,0,0
94986,1,1,1,1,1,1,1,0,1,1,1,0,1
94987,1,1,1,1,1,1,1,1,1,1,1,1,1
94991,0,0,0,0,0,0,0,0,0,0,0,0,0
94992,0,0,0,0,0,0,0,0,0,0,0,0,0
